username,label_id,route_id,street_edge_id,neighborhood,label_type,lat,lng,gsv_panorama_id,time_created,severity,temporary,tag_list,description
jonfroehlich,116,1,27789,East Oradell,CurbRamp,40.95323181152344,-74.0179443359375,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:06.517-07,1,f,,
jonfroehlich,117,1,27789,East Oradell,Crosswalk,40.953285217285156,-74.01792907714844,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:10.8-07,1,f,,
jonfroehlich,118,1,27789,East Oradell,CurbRamp,40.953338623046875,-74.01795196533203,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:12.327-07,1,f,,
jonfroehlich,119,1,27959,East Oradell,NoSidewalk,40.95311737060547,-74.01802825927734,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:18.249-07,,f,,
jonfroehlich,120,1,27959,East Oradell,NoSidewalk,40.95317077636719,-74.01807403564453,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:19.668-07,,f,,
jonfroehlich,122,1,27961,East Oradell,NoSidewalk,40.95323181152344,-74.01809692382812,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:22.916-07,,f,,
jonfroehlich,123,1,27961,East Oradell,NoSidewalk,40.95329666137695,-74.01810455322266,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:24.138-07,,f,,
jonfroehlich,124,1,27961,East Oradell,NoSidewalk,40.95335006713867,-74.01808166503906,tw7_pOjIeJmDZOssQNeh7A,2023-08-02 16:29:25.429-07,,f,,
jonfroehlich,125,1,27789,East Oradell,SurfaceProblem,40.953277587890625,-74.01783752441406,F28rVbZGVg-IieNfJtOymQ,2023-08-02 16:29:37.198-07,2,f,"height difference,cracks",
jonfroehlich,126,1,27789,East Oradell,SurfaceProblem,40.95317459106445,-74.01789855957031,F28rVbZGVg-IieNfJtOymQ,2023-08-02 16:29:45.448-07,2,f,"height difference,cracks",
jonfroehlich,127,1,27959,East Oradell,SurfaceProblem,40.953163146972656,-74.01789093017578,F28rVbZGVg-IieNfJtOymQ,2023-08-02 16:29:48.589-07,2,f,"height difference,uneven/slanted",
jonfroehlich,128,1,27789,East Oradell,SurfaceProblem,40.953269958496094,-74.017822265625,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:29:59.056-07,3,f,height difference,
jonfroehlich,129,1,27789,East Oradell,SurfaceProblem,40.95326614379883,-74.01780700683594,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:30:05.324-07,2,f,"height difference,uneven/slanted",
jonfroehlich,130,1,27789,East Oradell,SurfaceProblem,40.953277587890625,-74.01776885986328,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:30:09.908-07,2,f,"height difference,uneven/slanted",
jonfroehlich,131,1,27789,East Oradell,SurfaceProblem,40.95341491699219,-74.0177230834961,F28rVbZGVg-IieNfJtOymQ,2023-08-02 16:30:37.139-07,3,f,"height difference,uneven/slanted",
jonfroehlich,132,1,27789,East Oradell,SurfaceProblem,40.953304290771484,-74.01773834228516,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:30:54.186-07,2,f,uneven/slanted,
jonfroehlich,133,1,27789,East Oradell,SurfaceProblem,40.95332717895508,-74.01771545410156,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:30:59.665-07,2,f,"cracks,uneven/slanted",
jonfroehlich,134,1,27789,East Oradell,SurfaceProblem,40.953311920166016,-74.01765441894531,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:31:02.8-07,3,f,"height difference,uneven/slanted",
jonfroehlich,135,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01773071289062,ZccHJPzrQ1RUPh1L6XYL8g,2023-08-02 16:31:09.237-07,3,f,"height difference,uneven/slanted",
jonfroehlich,136,1,27789,East Oradell,SurfaceProblem,40.95343780517578,-74.01766204833984,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:31:18.968-07,2,f,"height difference,uneven/slanted",
jonfroehlich,140,1,27789,East Oradell,SurfaceProblem,40.9533576965332,-74.01756286621094,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:32:07.786-07,1,f,"height difference,uneven/slanted",
jonfroehlich,137,1,27789,East Oradell,SurfaceProblem,40.95342254638672,-74.01762390136719,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:31:29.913-07,1,f,height difference,Looks like a height difference but can't tell for sure
jonfroehlich,138,1,27789,East Oradell,SurfaceProblem,40.9534797668457,-74.01750946044922,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:31:44.162-07,5,f,"height difference,uneven/slanted,very broken",
jonfroehlich,141,1,27789,East Oradell,SurfaceProblem,40.95335006713867,-74.01750183105469,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:32:10.366-07,1,f,"height difference,uneven/slanted",
jonfroehlich,139,1,27789,East Oradell,SurfaceProblem,40.95335006713867,-74.01760864257812,UQhHuH3eWObyn_U07LPO0g,2023-08-02 16:31:55.048-07,2,f,uneven/slanted,
jonfroehlich,142,1,27789,East Oradell,SurfaceProblem,40.953453063964844,-74.01753997802734,otwfyJkGiUsdzAZkR5Ag0A,2023-08-02 16:32:23.565-07,1,f,"height difference,uneven/slanted",
jonfroehlich,143,1,27789,East Oradell,SurfaceProblem,40.9534797668457,-74.01738739013672,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:32:40.004-07,2,f,"height difference,uneven/slanted",
jonfroehlich,144,1,27789,East Oradell,SurfaceProblem,40.95351028442383,-74.0173568725586,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:32:43.091-07,2,f,height difference,
jonfroehlich,145,1,27789,East Oradell,SurfaceProblem,40.953399658203125,-74.01738739013672,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:32:50.525-07,2,f,"height difference,uneven/slanted",
jonfroehlich,146,1,27789,East Oradell,SurfaceProblem,40.9533805847168,-74.01740264892578,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:32:54.461-07,2,f,uneven/slanted,
jonfroehlich,147,1,27789,East Oradell,SurfaceProblem,40.95339584350586,-74.01736450195312,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:32:59.535-07,2,f,uneven/slanted,
jonfroehlich,148,1,27789,East Oradell,SurfaceProblem,40.95340347290039,-74.01728820800781,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:33:08.071-07,2,f,"height difference,uneven/slanted",
jonfroehlich,149,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01734924316406,mms_8kQNuOE7QY8BIBQ0Dg,2023-08-02 16:33:14.597-07,1,f,height difference,
jonfroehlich,150,1,27789,East Oradell,SurfaceProblem,40.953495025634766,-74.0173110961914,kj4xmvrv97trwK7BOD_r4w,2023-08-02 16:33:23.023-07,2,f,"height difference,uneven/slanted",
jonfroehlich,151,1,27789,East Oradell,SurfaceProblem,40.95338821411133,-74.01737976074219,kj4xmvrv97trwK7BOD_r4w,2023-08-02 16:33:32.523-07,4,f,"height difference,uneven/slanted",
jonfroehlich,152,1,27789,East Oradell,Obstacle,40.953426361083984,-74.01705932617188,vFHIBHYHF5vNqC4jJvlCWA,2023-08-02 16:33:46.414-07,2,t,trash/recycling can,
jonfroehlich,176,1,27789,East Oradell,SurfaceProblem,40.95341110229492,-74.0158920288086,Xy_8LOyv85IVJN8E56SrCg,2023-08-02 16:37:15.331-07,4,f,"height difference,uneven/slanted",
jonfroehlich,153,1,27789,East Oradell,SurfaceProblem,40.953453063964844,-74.01714324951172,vFHIBHYHF5vNqC4jJvlCWA,2023-08-02 16:33:58.49-07,2,f,height difference,
jonfroehlich,154,1,27789,East Oradell,SurfaceProblem,40.95352554321289,-74.01719665527344,vFHIBHYHF5vNqC4jJvlCWA,2023-08-02 16:34:05.934-07,2,f,height difference,
jonfroehlich,155,1,27789,East Oradell,SurfaceProblem,40.95353698730469,-74.01714324951172,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:14.021-07,3,f,"height difference,uneven/slanted",
jonfroehlich,156,1,27789,East Oradell,SurfaceProblem,40.953548431396484,-74.0169906616211,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:24.164-07,2,f,height difference,
jonfroehlich,157,1,27789,East Oradell,SurfaceProblem,40.95354080200195,-74.01701354980469,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:27.299-07,2,f,"height difference,uneven/slanted",
jonfroehlich,158,1,27789,East Oradell,SurfaceProblem,40.95346450805664,-74.01702880859375,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:33.894-07,1,f,cracks,
jonfroehlich,159,1,27789,East Oradell,SurfaceProblem,40.95346450805664,-74.01702880859375,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:35.425-07,1,f,,
jonfroehlich,160,1,27789,East Oradell,SurfaceProblem,40.95344543457031,-74.01699829101562,xiwlvgh0Ii-ECxKDWPO8bA,2023-08-02 16:34:40.201-07,1,f,height difference,
jonfroehlich,161,1,27789,East Oradell,SurfaceProblem,40.953460693359375,-74.01691436767578,0EiCu_Vl6thfIfrUZcf8Yg,2023-08-02 16:34:47.673-07,1,f,cracks,
jonfroehlich,162,1,27789,East Oradell,SurfaceProblem,40.953433990478516,-74.01689147949219,0EiCu_Vl6thfIfrUZcf8Yg,2023-08-02 16:34:51.756-07,1,f,cracks,
jonfroehlich,163,1,27789,East Oradell,SurfaceProblem,40.953426361083984,-74.01685333251953,nz6J6WFKTUEBRkQVULmDtg,2023-08-02 16:35:09.676-07,2,f,"height difference,uneven/slanted",
jonfroehlich,164,1,27789,East Oradell,SurfaceProblem,40.95346450805664,-74.01679229736328,nz6J6WFKTUEBRkQVULmDtg,2023-08-02 16:35:16.399-07,1,f,cracks,
jonfroehlich,165,1,27789,East Oradell,SurfaceProblem,40.95342254638672,-74.01678466796875,l3lkyFCdR2dtcgJIUIYCsQ,2023-08-02 16:35:28.001-07,2,f,"height difference,uneven/slanted",
jonfroehlich,166,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01661682128906,l3lkyFCdR2dtcgJIUIYCsQ,2023-08-02 16:35:35.782-07,2,f,cracks,
jonfroehlich,167,1,27789,East Oradell,SurfaceProblem,40.953426361083984,-74.01641082763672,DgWdkJDO9sXxgCl1AflG-A,2023-08-02 16:35:56.333-07,2,f,"height difference,uneven/slanted",
jonfroehlich,168,1,27789,East Oradell,SurfaceProblem,40.95342254638672,-74.01638793945312,zjy6_7MXvnAUQac9HTeVeA,2023-08-02 16:36:06.086-07,4,f,"height difference,uneven/slanted",
jonfroehlich,169,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01631164550781,q4Ho5fzpmKasffKRvfLIdQ,2023-08-02 16:36:17.729-07,4,f,height difference,
jonfroehlich,170,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01612091064453,q4Ho5fzpmKasffKRvfLIdQ,2023-08-02 16:36:34.339-07,2,f,"height difference,uneven/slanted",
jonfroehlich,171,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01615142822266,66FtDiG_rqb7eUvK0csfag,2023-08-02 16:36:43.413-07,2,f,height difference,
jonfroehlich,172,1,27789,East Oradell,SurfaceProblem,40.95341110229492,-74.01619720458984,66FtDiG_rqb7eUvK0csfag,2023-08-02 16:36:46.653-07,1,f,uneven/slanted,
jonfroehlich,173,1,27789,East Oradell,Obstacle,40.95354461669922,-74.0160140991211,66FtDiG_rqb7eUvK0csfag,2023-08-02 16:36:55.977-07,5,t,construction,
jonfroehlich,174,1,27789,East Oradell,Obstacle,40.95353317260742,-74.01593780517578,66FtDiG_rqb7eUvK0csfag,2023-08-02 16:37:02.752-07,5,t,construction,
jonfroehlich,175,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01597595214844,Xy_8LOyv85IVJN8E56SrCg,2023-08-02 16:37:11.03-07,2,f,uneven/slanted,
jonfroehlich,177,1,27789,East Oradell,Obstacle,40.95341110229492,-74.01576232910156,20YwxIG3DtVRPSNqfB23oA,2023-08-02 16:37:26.852-07,5,f,trash/recycling can,
jonfroehlich,178,1,27789,East Oradell,SurfaceProblem,40.95352554321289,-74.0157470703125,20YwxIG3DtVRPSNqfB23oA,2023-08-02 16:37:35.017-07,5,f,"uneven/slanted,height difference",
jonfroehlich,179,1,27789,East Oradell,SurfaceProblem,40.95354080200195,-74.01582336425781,20YwxIG3DtVRPSNqfB23oA,2023-08-02 16:37:42.621-07,3,f,"height difference,uneven/slanted",
jonfroehlich,180,1,27789,East Oradell,SurfaceProblem,40.95354461669922,-74.01578521728516,20YwxIG3DtVRPSNqfB23oA,2023-08-02 16:37:46.039-07,2,f,uneven/slanted,
jonfroehlich,181,1,27789,East Oradell,Obstacle,40.95351791381836,-74.01567077636719,WYS5beSZlN4HIJ3tcQ6rHA,2023-08-02 16:37:56.588-07,5,f,parked car,
jonfroehlich,182,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01560974121094,6z7UzWAw7rcRXgApF6EVQA,2023-08-02 16:38:19.236-07,3,f,"height difference,uneven/slanted",
jonfroehlich,183,1,27789,East Oradell,SurfaceProblem,40.95340347290039,-74.01553344726562,6z7UzWAw7rcRXgApF6EVQA,2023-08-02 16:38:22.794-07,2,f,height difference,
jonfroehlich,184,1,27789,East Oradell,Obstacle,40.95341110229492,-74.01544189453125,6z7UzWAw7rcRXgApF6EVQA,2023-08-02 16:38:28.754-07,5,f,trash/recycling can,
jonfroehlich,189,1,27789,East Oradell,SurfaceProblem,40.95352554321289,-74.0154037475586,3ADbw40gk-ba5g8ORsocNA,2023-08-02 16:39:12.687-07,3,f,"height difference,uneven/slanted",
jonfroehlich,185,1,27789,East Oradell,Occlusion,40.95352554321289,-74.01557159423828,6z7UzWAw7rcRXgApF6EVQA,2023-08-02 16:38:41.099-07,,f,,
jonfroehlich,186,1,27789,East Oradell,Occlusion,40.953521728515625,-74.0154800415039,6z7UzWAw7rcRXgApF6EVQA,2023-08-02 16:38:42.814-07,,f,,
jonfroehlich,187,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01561737060547,ZS7Ixi3MdPQLzF5d7BaskQ,2023-08-02 16:38:50.977-07,4,f,"height difference,uneven/slanted,very broken",
jonfroehlich,188,1,27789,East Oradell,SurfaceProblem,40.953529357910156,-74.01525115966797,3ADbw40gk-ba5g8ORsocNA,2023-08-02 16:39:04.758-07,2,f,height difference,
jonfroehlich,194,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01526641845703,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:39:48.287-07,2,f,uneven/slanted,
jonfroehlich,190,1,27789,East Oradell,SurfaceProblem,40.95350646972656,-74.01534271240234,3ADbw40gk-ba5g8ORsocNA,2023-08-02 16:39:25.388-07,1,f,bumpy,
jonfroehlich,191,1,27789,East Oradell,SurfaceProblem,40.95341110229492,-74.0153579711914,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:39:35.144-07,2,f,height difference,
jonfroehlich,192,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01531982421875,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:39:37.326-07,2,f,height difference,
jonfroehlich,193,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01528930664062,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:39:40.063-07,2,f,height difference,
jonfroehlich,195,1,27789,East Oradell,SurfaceProblem,40.953529357910156,-74.01529693603516,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:40:02.136-07,1,f,"uneven/slanted,height difference",
jonfroehlich,196,1,27789,East Oradell,SurfaceProblem,40.95352554321289,-74.0154037475586,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:40:06.311-07,4,f,uneven/slanted,
jonfroehlich,197,1,27789,East Oradell,SurfaceProblem,40.95340347290039,-74.01521301269531,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:40:13.506-07,1,f,uneven/slanted,
jonfroehlich,198,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01519775390625,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:40:20.297-07,1,f,"height difference,uneven/slanted",
jonfroehlich,199,1,27789,East Oradell,SurfaceProblem,40.95344924926758,-74.01522064208984,yOs9Db_efNmL3Y9-b9-LvA,2023-08-02 16:40:22.924-07,1,f,"height difference,uneven/slanted",
jonfroehlich,200,1,27789,East Oradell,SurfaceProblem,40.95341110229492,-74.01509094238281,OKtVBP-gwpwoI2QGyv4uXw,2023-08-02 16:40:29.741-07,2,f,"height difference,uneven/slanted",
jonfroehlich,201,1,27789,East Oradell,SurfaceProblem,40.9535026550293,-74.01512145996094,OKtVBP-gwpwoI2QGyv4uXw,2023-08-02 16:40:38.287-07,2,f,"height difference,grass",
jonfroehlich,202,1,27789,East Oradell,SurfaceProblem,40.95343780517578,-74.0151138305664,OKtVBP-gwpwoI2QGyv4uXw,2023-08-02 16:40:54.977-07,1,f,cracks,
jonfroehlich,203,1,27789,East Oradell,SurfaceProblem,40.95341873168945,-74.01502227783203,Z904uTy2ELtVfDlqzgASgw,2023-08-02 16:41:00.395-07,2,f,uneven/slanted,
jonfroehlich,204,1,27789,East Oradell,SurfaceProblem,40.95339584350586,-74.0149917602539,OKtVBP-gwpwoI2QGyv4uXw,2023-08-02 16:41:05.84-07,2,f,"height difference,uneven/slanted",
jonfroehlich,205,1,27789,East Oradell,SurfaceProblem,40.953407287597656,-74.01493072509766,OKtVBP-gwpwoI2QGyv4uXw,2023-08-02 16:41:09.247-07,2,f,"height difference,uneven/slanted",
jonfroehlich,206,1,27789,East Oradell,SurfaceProblem,40.95353317260742,-74.01512908935547,Z904uTy2ELtVfDlqzgASgw,2023-08-02 16:41:19.394-07,2,f,height difference,
jonfroehlich,209,1,27789,East Oradell,SurfaceProblem,40.95341491699219,-74.01499938964844,Z904uTy2ELtVfDlqzgASgw,2023-08-02 16:41:37.576-07,1,f,height difference,
jonfroehlich,207,1,27789,East Oradell,SurfaceProblem,40.95340347290039,-74.0149154663086,Z904uTy2ELtVfDlqzgASgw,2023-08-02 16:41:27.473-07,2,f,height difference,
jonfroehlich,208,1,27789,East Oradell,SurfaceProblem,40.953392028808594,-74.0148696899414,Z904uTy2ELtVfDlqzgASgw,2023-08-02 16:41:29.93-07,3,f,"height difference,uneven/slanted",
jonfroehlich,211,1,27655,East Oradell,CurbRamp,40.95352554321289,-74.01458740234375,K91xNhf5hU65AqkTVBxtlw,2023-08-02 16:41:58.961-07,2,f,points into traffic,
jonfroehlich,222,1,27822,East Oradell,CurbRamp,40.95335006713867,-74.0135269165039,SH8HzbLIIZ5lcaHdLW-qhg,2023-08-02 16:44:19.9-07,1,f,,
jonfroehlich,212,1,27655,East Oradell,CurbRamp,40.953495025634766,-74.01446533203125,K91xNhf5hU65AqkTVBxtlw,2023-08-02 16:42:03.441-07,2,f,points into traffic,
jonfroehlich,214,1,27789,East Oradell,NoCurbRamp,40.95343780517578,-74.01461791992188,K91xNhf5hU65AqkTVBxtlw,2023-08-02 16:42:24.694-07,4,f,alternate route present,
jonfroehlich,220,1,27792,East Oradell,NoCurbRamp,40.95341873168945,-74.013671875,gJSuFrzY6GZfxHyUO-sIjg,2023-08-02 16:44:11.024-07,4,f,alternate route present,
jonfroehlich,221,1,27792,East Oradell,CurbRamp,40.95341110229492,-74.01363372802734,SH8HzbLIIZ5lcaHdLW-qhg,2023-08-02 16:44:16.616-07,1,f,,
jonfroehlich,210,1,27789,East Oradell,SurfaceProblem,40.95341491699219,-74.01468658447266,K91xNhf5hU65AqkTVBxtlw,2023-08-02 16:41:53.791-07,1,f,height difference,
jonfroehlich,213,1,27792,East Oradell,NoCurbRamp,40.953426361083984,-74.01447296142578,K91xNhf5hU65AqkTVBxtlw,2023-08-02 16:42:10.205-07,4,f,alternate route present,Can use driveway
jonfroehlich,217,1,27792,East Oradell,SurfaceProblem,40.953426361083984,-74.01390838623047,Dmfr6ZUPVL3SgxoZlR5aQQ,2023-08-02 16:43:46.364-07,2,f,"height difference,uneven/slanted",
jonfroehlich,223,1,27791,East Oradell,CurbRamp,40.95338439941406,-74.01348876953125,SH8HzbLIIZ5lcaHdLW-qhg,2023-08-02 16:44:20.857-07,1,f,,
jonfroehlich,215,1,27789,East Oradell,NoCurbRamp,40.95350646972656,-74.01463317871094,7rDoPeMv-_QIUdPP-7cL9w,2023-08-02 16:42:34.934-07,3,f,,Diagonal curb ramp exists
jonfroehlich,216,1,27792,East Oradell,CurbRamp,40.9535026550293,-74.01441192626953,7rDoPeMv-_QIUdPP-7cL9w,2023-08-02 16:43:02.477-07,2,f,,
jonfroehlich,218,1,27792,East Oradell,Obstacle,40.95341873168945,-74.01398468017578,z2t0c47Jazl961EXlC0mXQ,2023-08-02 16:43:56.214-07,1,f,vegetation,
jonfroehlich,219,1,27792,East Oradell,NoCurbRamp,40.95349884033203,-74.01363372802734,gJSuFrzY6GZfxHyUO-sIjg,2023-08-02 16:44:06.929-07,4,f,alternate route present,
jonfroehlich,224,1,27791,East Oradell,CurbRamp,40.95347213745117,-74.01350402832031,SH8HzbLIIZ5lcaHdLW-qhg,2023-08-02 16:44:22.607-07,1,f,,
jonfroehlich,289,2,27993,West Oradell,NoCurbRamp,40.96302032470703,-74.04724884033203,ccWzSmHBAso6NCzw21zNnA,2023-08-03 15:59:38.077-07,5,f,,
jonfroehlich,290,2,27993,West Oradell,NoCurbRamp,40.96308517456055,-74.04720306396484,ccWzSmHBAso6NCzw21zNnA,2023-08-03 15:59:41.093-07,3,f,alternate route present,Can use driveway
jonfroehlich,291,2,27993,West Oradell,NoCurbRamp,40.96297073364258,-74.04722595214844,ccWzSmHBAso6NCzw21zNnA,2023-08-03 16:00:12.388-07,5,f,no alternate route,
